categoria,subcategoria,categoria_proveedor,codigo_proveedor,marca,nombre,descripcion_general,stock,disponible_a_pedido,precio_base,garantia,flete,socket,cpu_nucleos,cpu_hilos,cpu_frecuencia_base_ghz,cpu_frecuencia_boost_ghz,cpu_tdp_w,cpu_graficos_integrados,mb_chipset,mb_form_factor,mb_ram_tipo,mb_max_ram_gb,mb_m2_slots,mb_pcie_version,ram_tipo,ram_capacidad_gb,ram_velocidad_mhz,ram_cantidad_modulos,storage_tipo,storage_capacidad_gb,storage_interfaz,storage_form_factor,storage_nvme_gen,gpu_chipset,gpu_vram_gb,gpu_vram_tipo,gpu_tdp_w,gpu_longitud_mm,psu_wattage,psu_certificacion,psu_modular,psu_form_factor,case_form_factor,case_color,case_max_gpu_mm,case_compatibilidad_placa
monitor,monitor,monitor plano 23,monle62c5gar1la,lenovo - thinkpad,"monitor lenovo thinkvision t24t-20, 23.8 1920x1080 wled ips hdmi/dp/usb-c 3.2 gen 1[",,21,false,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor plano 31.5,monle63d3gar1la,lenovo - thinkpad,"monitor lenovo thinkvision t32h-30, 31.5 wled ips, hdmi x1/dp x1/usb-c x1/usb-a x4/r",,1,false,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor plano 23,monle64bamar1la,lenovo - thinkpad,"monitor plano lenovo thinkvision e24-40, 23.8 wled fhd ips/hdmi/dp/vga/parlantes (2w",,21,false,129.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor plano 23,monle64b2gar1la,lenovo - thinkpad,"monitor plano lenovo thinkvision p24q-40, 23.8 qhd/ips/hdmi/dp/dp-out/usb-a/usb-b/us",,21,false,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor plano 27,monle64a7gar6la,lenovo - thinkpad,"monitor plano lenovo thinkvision p27q-40, 27 2k qhd fast ips, hdmi, dp, usb",,1,false,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor plano 23,monle64b5kar1la,lenovo - thinkpad,"monitor plano lenovo thinkvision s24-4e, 23.8 wled fhd ips/hdmi/vga",,21,false,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor plano 27,monle64bekar1la,lenovo - thinkpad,"monitor plano lenovo thinkvision s27-4e, 27 wled/fhd/ips/hdmi/vga",,21,false,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor plano 27,monle64a5mar6la,lenovo - thinkpad,"monitor plano lenovo thinkvision t27-40, 27 wledfhd ips/hdmi/dp/vga/usb-c/usb-b/usb-",,21,false,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor plano 27,monle64b8uar1la,lenovo - thinkpad,"monitor plano lenovo thinkvision t27qd-4v, 27 wled qhd/ips/hdmi/dp/dp-out/usb-c/rj45",,21,false,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor plano 27,mon27lg27g440ab,lg electronics,mon led 27 ips fhd 240hz pivot,,6,false,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor curvo 31.5,monlg32g600a,lg electronics,mon lg 32 gam ips 180hz pivot,,8,false,214.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor curvo 34,mon34lg34u650ab,lg electronics,"monitor curvo lg 34u650a-b.awf, 34 uwqhd ips, 100hz, 5ms, hdmi, dp, usb-c, parlantes",,1,false,395.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor gaming plano 23,mon24lg24g411ab,lg electronics,"monitor gaming lg ultragear g4, 23.8� fhd/ips/144hz/hdmi/dp/headphone-out",,21,false,88.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor gaming plano 27,mon27lg27g610ab,lg electronics,"monitor gaming lg ultragear g6, 27� qhd/ips/200hz/1ms (gtg)/hdmi x2/dp/headphone-out[",,21,false,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor curvo 34,mon34lg34g600ab,lg electronics,"monitor gaming lg ultragear g6, 34� curvo/wqhd/va/160hz/1ms mbr/hdmi x2/dp/headphone-",,18,false,322.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor gaming plano 27,mon27lg27g411a,lg electronics,"monitor lg 27g411a-b, 27�/fhd/ips/144hz/hdmi/dp/usb/headphones-out (3-polos, solo son",,21,false,112.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor plano 27,mov27lg27us500,lg electronics,monitor lg 27us500-w plano 27� uhd 4k ips / hdmi x2 / dp / audio-out,,17,false,208.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor plano 27,mon27lg27u411ab,lg electronics,monitor lg 27� fhd/ips/120hz/hdmi/vga/headphone-out,,21,false,106.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor plano 34,mon34lg34u511ab,lg electronics,"monitor lg 34u511a-b, 34�/wfhd/ips/100hz/hdmi/dp/headphones-out (3-polos, solo sonido",,0,true,230.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor gaming plano 31.5,mov32lg32gs75q,lg electronics,"monitor lg gaming 31.5 ultragear qhd ips (2560x1440), 180hz, hdmix2/dpx1/headphone-o",,21,false,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor plano 23,mon24lg24u411ab,lg electronics,"monitor plano lg 24u411a-b, 23.8 fhd ips, 120hz ,5ms,hdmi, vga,headphone out",,21,false,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor plano 27,mon27lg27u631a,lg electronics,"monitor plano lg 27u631a-b, 27 qhd ips,100 hz, hdmi, hdr10, hdr, usb-c: 15w",,21,false,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor plano 29,mon29lg29u531aw,lg electronics,"monitor ultrawide lg 29u531a-w, 29 wfhd ips,100 hz, hdmi,dp, hdr10, hdr, usb-c",,13,false,199.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor gaming curvo 27,mo27msmag276cxf,msi,"monitor curvo gaming msi mag 276cxf, 27 fhd, 1500r, rapid va, 280hz, hdmi x2/dp x1/h",,8,false,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor gaming curvo 31.5,mo32msmag32c6x,msi,"monitor curvo gaming msi mag 32c6x, 31.5 fhd, 1500r, va, 250hz(oc), hdmi x2/dp x1/hp",,0,true,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor gaming curvo 27,mo27ms275cqfe18,msi,"monitor curvo msi mag 275cqf e18, 27 wqhd rapid va, 180hz, hdmi x2/dp x1/headphone-o",,21,false,140.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor gaming curvo 25,mo24msmag242c,msi,"monitor msi mag 242c curvo (1500r) 23.6�, fhd va,hdmi / dp / headphone-out",,21,false,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor gaming plano 25,mo24ms245fx24,msi,"monitor plano gamer msi mag 245f x24, 23.8 fhd ips, 240hz, 0.5ms, dp, hdmi, headphon",,21,false,109.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor gaming plano 23,mo24msg242le14,msi,"monitor plano gaming msi g242l e14, 23.8 fhd ips, hdmi ,dp, 144 hz, 1 ms, color negr",,21,false,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor gaming plano 27,mo27ms272fx24,msi,"monitor plano gaming msi mag 272f x24, 27 fhd ips, 240hz, 0.5ms, hdmi, dp, headphone",,21,false,126.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor gaming plano 27,mo27ms272qpwqdo,msi,"monitor plano msi mag 272qpw qd-oled x28, 26.5 wqhd/oled/hdmi x2/dp/tipo-c/headphone",,5,false,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor plano 25,mo24msmp243le14,msi,"monitor plano msi pro mp243l e14, 23.8 fhd/ips/hdmi x1/vga x1",,21,false,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor plano 27,mo27msmp273le14,msi,"monitor plano msi pro mp273l e14, 27/144hz/fhd(1920x1080)/ips/hdmi/vga",,21,false,85.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor gaming plano 27,mo27msmp275pge1,msi,"monitor plano msi pro mp275pg e14, 27 fhd ips, hdmi, dp, headphone out",,21,false,108.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor gaming plano 23,zzmonsmls24dg30,samsung,mon plano gmg sam ody - le con,,1,false,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor gaming plano 27,monsmls27dg612s,samsung,"monitor plano gaming samsung odyssey oled g6, 27qhd, 240hz, hdmi, dp",,21,false,636.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor plano 21.45,monsmls22d400ga,samsung,"monitor plano samsung essential monitor s4, 22 fhd ips, 100hz, hdmi, dp",,21,false,104.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor gaming curvo 34,mon34cte3412gm,teros,monitor 34\'\'wqhd 180hz+mochi,,0,true,225.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor plano 23,mon238fte2416cs,teros,monitor corp. teros te-2416cs 23.8 qhd ips 100hz1ms hdmi dp parlantes audio out c�ma,,21,false,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor gaming curvo 27,mon27cte2767g,teros,monitor curvo gaming teros te-2767g 27 qhd va 180hz 1ms hdmi dp audio out negro,,21,false,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor gaming curvo 31.5,mon315cte3219g,teros,"monitor curvo gaming teros te-3219g, 31.5 fhd va, 240 hz, 1ms, hdmi, dp, audio out[@",,17,false,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor gaming curvo 34,mon34cte3412g,teros,"monitor curvo gaming teros te-3412g ,34 uwqhd va, 180hz, 1ms, hdmi, dp, audio out[@@",,0,true,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor curvo 23,mon238cte2402s,teros,monitor curvo teros te-2402s 23.8 fhd va 100hz 1ms hdmi vga,,0,true,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor curvo 23,mon238cte2403s,teros,"monitor curvo teros te-2403s, 23.8 fhd va, 144hz, 1ms, hdmi, dp, earphone out",,21,false,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor curvo 27,mon27cte2734s,teros,"monitor curvo teros te-2734s, va fhd (1920 x 1080), 144hz, 1ms, hdmi, dp, audio out[@",,21,false,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor plano 27,mon27fte2715cs,teros,"monitor plano corporativo teros te-2715cs, qhd ips, 100hz, hdmi, dp, audio out, c�mar",,6,false,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor gaming plano 25,mon245fte2475g,teros,monitor plano gaming teros te-2475g 24.5 fhd va 180hz 1ms hdmi dp audio out negro[@@,,21,false,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor gaming plano 27,mon27fte2754g,teros,"monitor plano gaming teros te-2754g, 27 qhd ips,200hz, 1ms, hdmi, dp, audio out",,21,false,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor gaming plano 27,mon27fte2769g,teros,"monitor plano gaming teros te-2769g, 27 qhd ips,180 hz, 1ms, hdmi, dp, audio",,0,true,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor plano 18.5 - 19.5,mon195fte1915s,teros,monitor plano teros te-1915s 19.5 hd+ tn 75hz 5ms hdmi vga parlantes,,4,false,45.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor plano 18.5 - 19.5,mon195fte1916s,teros,"monitor plano teros te-1916s, 19.5 hd tn, 75 hz,5ms, hdmi, vga, audio out, parlantes",,21,false,45.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor plano 21.45,mon215fte2128s,teros,monitor plano teros te-2128s 21.5 fhd ips 100hz 1ms hdmi vga,,19,false,50.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor plano 23,mon238fte2415s,teros,"monitor plano teros te-2415s, 23.8 fhd ips, 120hz, 1ms, hdmi, dp, parlantes",,21,false,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor plano 23,mon238fte2417s,teros,monitor plano teros te-2417s 23.8 fhd ips 144hz 1ms hdmi dp parlantes audio out,,21,false,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor plano 23,mon24fte2419cs,teros,monitor plano teros te-2419cs 24 wuxga ips 75hz 5ms hdmi vga,,4,false,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor plano 23,mon24fte2420cs,teros,"monitor plano teros te-2420cs, 24 wuxga ips, 100hz, 5ms, hdmi, vga, negro",,21,false,56.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor plano 27,mon27fte2714s,teros,"monitor plano teros te-2714s, 27 fhd ips, 144hz,1ms, hdmi,dp, audio out, parlantes[@",,21,false,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perifericos,mouse,mouse inalambrico,mswbladv1238s,advance computer corp,"mouse inal�mbrico adv-1238s, usb, 3 botones, azul",,21,false,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perifericos,mouse,mouse inalambrico,zzmouseepson,epson,mouse wireless epson,,0,true,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perifericos,mouse,mouse inalambrico,mmshp4e407utabm,hp comercial,hp 235 slim wireless mouse,,21,false,11.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perifericos,mouse,mouse para gamers,mslengy51m74265,lenovo - idea,"mouse lenovo m210 rgb gaming, interfaz usb, sensor optico paw3333 de hasta 8000 dpi[@",,3,false,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perifericos,mouse,mouse usb,aclen4y51d20850,lenovo - thinkpad,"mouse compacto lenovo thinkpad, interfaz usb-c",,11,false,11.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perifericos,mouse,mouse inalambrico,mslen4x30m56888,lenovo - thinkpad,mouse inal�mbrico thinkpad essential (conexi�n inal�mbrica de 2.4ghz a trav�s de nano,,21,false,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perifericos,mouse,mouse usb,mslen4y50r20863,lenovo - thinkpad,"mouse lenovo essential, sensor optico (1600dpi), usb, ergonomico, ambidiestro, color",,21,false,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perifericos,mouse,mouse inalambrico,mssle4y51j62544,lenovo - thinkpad,"mouse lenovo profesional, recargable, inalambrico(bluetooth)",,21,false,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perifericos,mouse,mouse inalambrico,aclen4y51d20849,lenovo - thinkpad,"mouse lenovo thinkpad essential inalambrico con receptor usb tipo-c, color negro",,21,false,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perifericos,mouse,mouse inalambrico,msmusblogm280bl,logitech,"mouse �ptico inal�mbrico logitech m280, 1000 dpi,receptor usb, 2.4ghz, azul.",,3,false,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perifericos,mouse,mouse inalambrico,msmusblogm280gr,logitech,"mouse �ptico inal�mbrico logitech m280, 1000 dpi,receptor usb, 2.4ghz, gris",,4,false,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perifericos,mouse,mouse para gamers,mscbkte1232g,teros,"mouse gamer teros te-1232g, dpi hasta 7200, rgb, 7 botones, �ptico, negro",,21,false,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perifericos,mouse,mouse para gamers,mscbkte1233g,teros,"mouse gamer teros te-1233g, dpi hasta 7200, rgb,7botones, usb, negro",,21,false,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perifericos,mouse,mouse inalambrico,mswbkte1230cs,teros,"mouse inal�mbrico dual teros te-1230cs, 3 botones, 1200dpi",,21,false,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perifericos,mouse,mouse inalambrico,mswbkte1228s,teros,"mouse inal�mbrico teros te-1228s, 6 botones, 2.4ghz, usb, color negro",,21,false,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perifericos,mouse,mouse inalambrico,mswbkte1231s,teros,"mouse inal�mbrico teros te-1231s, 2.4ghz, bt 5.0,4 botones, usb, negro",,21,false,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perifericos,mouse,mouse inalambrico,mswpkte1234s,teros,"mouse inal�mbrico teros te-1234s, 2.4ghz, 6 botones, usb, rosado",,21,false,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perifericos,mouse,mouse inalambrico,mswblte1235s,teros,"mouse inal�mbrico teros te-1235s, 2.4ghz, 6 botones, usb, color azul",,21,false,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perifericos,mouse,mouse inalambrico,mswbkte1236s,teros,"mouse inal�mbrico teros te-1236s, rgb, blanco, 6 botones con rueda",,21,false,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perifericos,mouse,mouse inalambrico,mswdbkte1237s,teros,"mouse inal�mbrico teros te-1237s, bt 5.0, 2.4ghz,usb, color negro",,21,false,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perifericos,mouse,mouse inalambrico,mswdpplte1239s,teros,"mouse inal�mbrico teros te-1239s, 2.4ghz, 4 botones, usb, color purple",,21,false,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perifericos,mouse,mouse inalambrico,mswdblte1240s,teros,"mouse inal�mbrico teros te-1240s, 2.4ghz, 4 botones, usb, color azul",,21,false,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perifericos,mouse,mouse inalambrico,mswpplte1224s,teros,"mouse �ptico inal�mbrico teros te-1224s, 1000 dpi, receptor usb, 4 botones",,14,false,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perifericos,mouse,mouse usb,mswpkte1221s,teros,"mouse �ptico teros te-1221s, 1000 dpi, usb, 3 botones",,21,false,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perifericos,mouse,mouse usb,mscbkte1222s,teros,"mouse �ptico teros te-1222s, 800-1200-1600 dpi, usb, 4 botones",,21,false,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perifericos,mouse,mouse usb,mscwhte1225s,teros,"mouse �ptico teros te-1225s, 800-1200-1600 dpi, usb, 4 botones, color blanco",,21,false,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perifericos,mouse,mouse usb,mscpkte1226s,teros,"mouse �ptico teros te-1226s, 800-1200-1600 dpi, usb, 4 botones, color rosado",,21,false,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perifericos,mouse,mouse usb,mscgnte1227s,teros,"mouse �ptico teros te-1227s, 800-1200-1600 dpi, usb, 4 botones, color verde",,21,false,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perifericos,mouse,mouse usb,mscbkte1229s,teros,"mouse �ptico teros te-1229s, usb, 4 botones, negro",,21,false,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perifericos,mouse,mouse inalambrico,zzte1237sm,western digital,mouse wireless te1237 black,,0,true,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perifericos,mousepad,"mouse pad/mat, accesorios",acmsasmikunc19,asus,mousepad asus tuf gaming p1 hatsune miku edition 90mp04c0-bpaa00,,21,false,16.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perifericos,mousepad,"mouse pad/mat, accesorios",accmpbkte3012g,teros,"mouse pad gamer teros te-3012g, multicolor",,21,false,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perifericos,mousepad,"mouse pad/mat, accesorios",accmpbkte3015s,teros,"mouse pad teros te-3015s, negro",,21,false,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perifericos,mousepad,"mouse pad/mat, accesorios",accmpbkte3017s,teros,"mouse pad teros te-3017s, negro",,21,false,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perifericos,mousepad,"mouse pad/mat, accesorios",accmpbkte3018s,teros,"mousepad teros te-3018s, dise�o impreso",,21,false,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perifericos,mousepad,"mouse pad/mat, accesorios",accmpbkte3019s,teros,"mousepad teros te-3019s, dise�o impreso",,21,false,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perifericos,teclado,teclado usb,kbusbadv628-b,advance computer corp,"teclado advance kb-628, espa�ol, multimedia, internet, conexi�n usb, negro.",,0,true,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perifericos,teclado,teclado para gamers,kbastufk3g2miku,asus,"teclado asus tuf gaming k3 gen ii hatsune miku edition, usb, rgb",,2,false,87.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perifericos,teclado,teclado+mouse kit inalamb,kbmswbkte4071s,teros,"kit teclado y mouse teros te-4071s, inal�mbrico, 2.4 ghz, acabado elegante, negro, es",,0,true,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perifericos,teclado,teclado+mouse combo kit,kbmscbkte5010cs,teros,"kit teclado y mouse teros te-5010cs, usb, 1000-2000 dpi, 4 botones, 105, tecla fn, ne",,0,true,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perifericos,teclado,teclado+mouse combo kit,kbmscbkte5012s,teros,"kit teclado y mouse teros te-5012s, usb, 1000 dpi, 3 botones, 105 + 8 teclas, negro[@",,0,true,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perifericos,teclado,teclado para gamers,kbcbkte4072g,teros,"teclado gamer teros te-4072g, rgb, usb, negro",,21,false,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perifericos,teclado,teclado para gamers,kbcbkte4074g,teros,"teclado gamer teros te-4074g, rgb, usb 2.0, negro",,21,false,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perifericos,teclado,teclado inalambrico,kbwbkte4075s,teros,"teclado inal�mbrico plegable teros te-4075s, bt 3.0, gris",,21,false,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perifericos,teclado,teclado inalambrico,kbte4064n,teros,"teclado inal�mbrico teros te-4064n, 2.4 ghz, bluetooth 3.0 / 5.2, 80 teclas, negro[@@",,21,false,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perifericos,teclado,teclado inalambrico,kbwwhte4070s,teros,"teclado inal�mbrico teros te-4070s, 2.4 ghz, bluetooth 3.0 / 5.2, 80 teclas, blanco[@",,1,false,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perifericos,teclado,teclado inalambrico,kbwbkte4074cs,teros,"teclado inal�mbrico teros te-4074cs, 2.4ghz, usb,negro",,21,false,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perifericos,teclado,teclado usb,kbte4065n,teros,"teclado lavable teros te-4065n, ipx7, usb, negro",,0,true,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perifericos,teclado,teclado para gamers,kbcbkte4068g,teros,"teclado mec�nico te-4068g, retroiluminaci�n rainbow, usb 2.0, espa�ol, color negro[@@",,0,true,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perifericos,teclado,teclado+mouse kit inalamb,zzte5011csm,western digital,kit teclado+mouse w te5011cs,,0,true,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perifericos,webcam,"camara, webcam",acclen4xc1q4495,lenovo - thinkpad,"camara web lenovo fhd (1920x1080@30 fps), interfaz: usb 2.0 tipo-a, color negro",,21,false,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perifericos,webcam,"camara, webcam",cwlogitebrio300,logitech,"camara web logitech brio 300, megap�xeles de c�mara: 2mp, usb-c, microfono mono",,19,false,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perifericos,webcam,"camara, webcam",mmte9072,teros,"webcam teros te-9072, 2k, micr�fono incorporado, usb 2.0",,21,false,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perifericos,webcam,"camara, webcam",mmte9073n,teros,"webcam teros te-9073n, 4k, micr�fono incorporado,usb 2.0",,21,false,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket i c/cpu intel,mbadvi713620h,advance computer corp,"motherboard advance mtdk, incorpora procesador core i7-13620h 2.40/4.90ghz, hdmi(2)/d",,4,false,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am4 amd,mbara520m-hdv,asrock,"motherboard asrock a520m-hdv, chipset amd a520, socket amd am4, matx",,21,false,46.65,,,AM4,,,,,,,A520M,MICRO-ATX,,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am4 amd gaming,mbarb550pg4ac,asrock,"motherboard asrock b550 phantom gaming 4/ac, chipset amd b550, socket amd am4, atx[@@",,21,false,79.5,,,AM4,,,,,,,B550,ATX,,,,,,,,,,,,,,,,,,,,,,,,,,
