categoria,subcategoria,categoria_proveedor,codigo_proveedor,marca,nombre,descripcion_general,stock,disponible_a_pedido,precio_base,garantia,flete,socket,cpu_nucleos,cpu_hilos,cpu_frecuencia_base_ghz,cpu_frecuencia_boost_ghz,cpu_tdp_w,cpu_graficos_integrados,mb_chipset,mb_form_factor,mb_ram_tipo,mb_max_ram_gb,mb_m2_slots,mb_pcie_version,ram_tipo,ram_capacidad_gb,ram_velocidad_mhz,ram_cantidad_modulos,storage_tipo,storage_capacidad_gb,storage_interfaz,storage_form_factor,storage_nvme_gen,gpu_chipset,gpu_vram_gb,gpu_vram_tipo,gpu_tdp_w,gpu_longitud_mm,psu_wattage,psu_certificacion,psu_modular,psu_form_factor,case_form_factor,case_color,case_max_gpu_mm,case_compatibilidad_placa
gpu,,"video, pci exp radeon gam",vd16arrx907xtsl,asrock,"tarjeta de video asrock amd radeon rx 9070 xt steel legend 16 gb , 16 gb gddr6, pci-e",,18,false,767,,,,,,,,,,,,,,,,,,,,,,,,,RX 9070,16,GDDR6,,,,,,,,,,
gpu,,"video, pci exp radeon gam",vd16arrx9070xmh,asrock,"tarjeta de video asrock amd radeon� rx 9070 xt monster hunter wilds, 16gb gddr6, pcie",,2,false,771,,,,,,,,,,,,,,,,,,,,,,,,,RX 9070,16,GDDR6,,,,,,,,,,
gpu,,"video, pci exp intel gam",vd6gara380cli,asrock,"tarjeta de video asrock intel arc a380 challengeritx 6gb oc, 6 gb gddr6, pci-e 4.0[@@",,21,false,143.25,,,,,,,,,,,,,,,,,,,,,,,,,ARC A380,6,GDDR6,,,,,,,,,,
gpu,,"video, pci exp intel gam",vd10arb570cl,asrock,"tarjeta de video asrock intel arc b570 challenger10gb oc, 10 gb gddr6, pci-e 4.0",,21,false,251.21,,,,,,,,,,,,,,,,,,,,,,,,,ARC B570,10,GDDR6,,,,,,,,,,
gpu,,"video, pci exp intel gam",vd12arb580cl,asrock,"tarjeta de video asrock intel arc b580 challenger12gb oc, 12 gb gddr6, pci-e 4.0",,0,true,303,,,,,,,,,,,,,,,,,,,,,,,,,ARC B580,12,GDDR6,,,,,,,,,,
gpu,,"video, pci exp nvidia gam",vd6gasrtx3050do,asus,"tarjeta de video asus dual geforce rtx 3050 oc edition 6gb gddr6, pci-e 4.0",,5,false,216,,,,,,,,,,,,,,,,,,,,,,,,,RTX 3050,6,GDDR6,,,,,,,,,,
gpu,,"video, pci exp nvidia gam",vd8gasrtx5060ev,asus,"tarjeta de video asus dual-rtx5060-o8g-evo, 8 gb gddr7, pcie gen 5.0",,21,false,370,,,,,,,,,,,,,,,,,,,,,,,,,RTX5060,8,GDDR7,,,,,,,,,,
gpu,,"video, pci exp nvidia gam",vd8gasrtx5060do,asus,"tarjeta de video asus dual-rtx5060-o8g, 8gb gddr7, pcie gen 5.0",,0,true,375,,,,,,,,,,,,,,,,,,,,,,,,,RTX5060,8,GDDR7,,,,,,,,,,
gpu,,"video, pci exp nvidia gam",vd16asrtx506toe,asus,"tarjeta de video asus dual-rtx5060ti-o16g-evo, 16gb gddr7, pcie gen 5.0",,3,false,638,,,,,,,,,,,,,,,,,,,,,,,,,RTX5060,16,GDDR7,,,,,,,,,,
gpu,,"video, pci exp nvidia gam",vd8gasrtx506tdo,asus,"tarjeta de video asus dual-rtx5060ti-o8g, 8 gb gddr7, pcie gen 5.0",,0,true,391.45,,,,,,,,,,,,,,,,,,,,,,,,,RTX5060,8,GDDR7,,,,,,,,,,
gpu,,"video, pci exp radeon gam",vd16asrx906xtd,asus,"tarjeta de video asus dual-rx9060xt-16g, 16 gb gddr6, pci-e 5.0",,21,false,496.25,,,,,,,,,,,,,,,,,,,,,,,,,RX9060,16,GDDR6,,,,,,,,,,
gpu,,"video, pci exp nvidia gam",vd8gasrtx5060po,asus,"tarjeta de video asus prime-rtx5060-o8g, 8 gb gddr7, pcie gen 5.0",,21,false,384,,,,,,,,,,,,,,,,,,,,,,,,,RTX5060,8,GDDR7,,,,,,,,,,
gpu,,"video, pci exp radeon gam",vd16asrx9070xtp,asus,"tarjeta de video asus prime-rx9070xt-o16g, 16 gb gddr6, pci-e 5.0",,21,false,756,,,,,,,,,,,,,,,,,,,,,,,,,RX9070,16,GDDR6,,,,,,,,,,
gpu,,"video, pci exp nvidia gam",vd16asrtx5080no,asus,"tarjeta de video asus rtx5080-o16g-noctua, 16gb gddr7, pcie gen 5.0",,0,true,1765,,,,,,,,,,,,,,,,,,,,,,,,,RTX5080,16,GDDR7,,,,,,,,,,
gpu,,"video, pci exp nvidia gam",vd12gbrtx5070am,gigabyte,"tarjeta de video gigabyte aorus geforce rtx 5070 master 12g, 12 gb gddr7, pcie gen 5.",,20,false,903,,,,,,,,,,,,,,,,,,,,,,,,,RTX 5070,12,GDDR7,,,,,,,,,,
gpu,,"video, pci exp radeon gam",vd16gbrx9070xte,gigabyte,"tarjeta de video gigabyte aorus radeon rx 9070 xtelite 16g , 16 gb gddr6, pci-e 5.0[@",,21,false,880,,,,,,,,,,,,,,,,,,,,,,,,,RX 9070,16,GDDR6,,,,,,,,,,
gpu,,"video, pci exp nvidia gam",vd2ggbgvn1030d4,gigabyte,"tarjeta de video gigabyte geforce gt 1030 (gv-n1030d4-2gl), 2gb ddr4, pci express 3.0",,16,false,87,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
gpu,,"video, pci exp nvidia gam",vd8ggbrtx5050go,gigabyte,"tarjeta de video gigabyte geforce rtx 5050 gamingoc 8g, 8 gb gddr6, pcie gen 5.0",,21,false,334.5,,,,,,,,,,,,,,,,,,,,,,,,,RTX 5050,8,GDDR6,,,,,,,,,,
gpu,,"video, pci exp nvidia gam",vd8ggbrtx5050w2,gigabyte,"tarjeta de video gigabyte geforce rtx 5050 windforce oc 8g, 8 gb gddr6, pcie gen 5.0[",,21,false,320,,,,,,,,,,,,,,,,,,,,,,,,,RTX 5050,8,GDDR6,,,,,,,,,,
gpu,,"video, pci exp nvidia gam",vd8ggbrtx5050v2,gigabyte,"tarjeta de video gigabyte geforce rtx 5050 windforce oc v2 8g, 8gb gddr6, pcie 5.0[@@",,21,false,322.66,,,,,,,,,,,,,,,,,,,,,,,,,RTX 5050,8,GDDR6,,,,,,,,,,
gpu,,"video, pci exp nvidia gam",vd8ggbrtx5060ao,gigabyte,"tarjeta de video gigabyte geforce rtx 5060 aero oc 8g, 8 gb gddr7, pcie gen 5.0",,21,false,413,,,,,,,,,,,,,,,,,,,,,,,,,RTX 5060,8,GDDR7,,,,,,,,,,
gpu,,"video, pci exp nvidia gam",vd8ggbrtx5060ei,gigabyte,"tarjeta de video gigabyte geforce rtx 5060 eagle oc ice 8g, 8 gb gddr7, pcie gen 5.0[",,4,false,369.49,,,,,,,,,,,,,,,,,,,,,,,,,RTX 5060,8,GDDR7,,,,,,,,,,
gpu,,"video, pci exp nvidia gam",vd8ggbrtx5060go,gigabyte,"tarjeta de video gigabyte geforce rtx 5060 gamingoc 8g, 8 gb gddr7, pcie gen 5.0",,21,false,386.75,,,,,,,,,,,,,,,,,,,,,,,,,RTX 5060,8,GDDR7,,,,,,,,,,
gpu,,"video, pci exp nvidia gam",vd8ggbrtx506tem,gigabyte,"tarjeta de video gigabyte geforce rtx 5060 ti eagle max oc 8g, 8 gb gddr7, pcie 5.0[@",,9,false,478,,,,,,,,,,,,,,,,,,,,,,,,,RTX 5060,8,GDDR7,,,,,,,,,,
gpu,,"video, pci exp nvidia gam",vd8ggbrtx506teo,gigabyte,"tarjeta de video gigabyte geforce rtx 5060 ti eagle oc 8g, 8 gb gddr7, pcie gen 5.0[@",,21,false,452.5,,,,,,,,,,,,,,,,,,,,,,,,,RTX 5060,8,GDDR7,,,,,,,,,,
gpu,,"video, pci exp nvidia gam",vd16gbrtx506tei,gigabyte,"tarjeta de video gigabyte geforce rtx 5060 ti eagle oc ice 16g, 16 gb gddr7, pcie 5.0",,21,false,593.82,,,,,,,,,,,,,,,,,,,,,,,,,RTX 5060,16,GDDR7,,,,,,,,,,
gpu,,"video, pci exp nvidia gam",vd8ggbrtx506tio,gigabyte,"tarjeta de video gigabyte geforce rtx 5060 ti eagle oc ice 8g, 8 gb gddr7, pcie gen 5",,21,false,448,,,,,,,,,,,,,,,,,,,,,,,,,RTX 5060,8,GDDR7,,,,,,,,,,
gpu,,"video, pci exp nvidia gam",vd8ggbrtx506tgo,gigabyte,"tarjeta de video gigabyte geforce rtx 5060 ti gaming oc 8g, 8 gb gddr7, pcie gen 5.0[",,21,false,474.6,,,,,,,,,,,,,,,,,,,,,,,,,RTX 5060,8,GDDR7,,,,,,,,,,
gpu,,"video, pci exp nvidia gam",vd8ggbrtx506tw2,gigabyte,"tarjeta de video gigabyte geforce rtx 5060 ti windforce oc 8g, 8 gb gddr7, pcie gen 5",,21,false,406.19,,,,,,,,,,,,,,,,,,,,,,,,,RTX 5060,8,GDDR7,,,,,,,,,,
gpu,,"video, pci exp nvidia gam",vd8ggbrtx5060wm,gigabyte,"tarjeta de video gigabyte geforce rtx 5060 windforce max oc 8g, 8 gb gddr7, pcie gen",,18,false,370,,,,,,,,,,,,,,,,,,,,,,,,,RTX 5060,8,GDDR7,,,,,,,,,,
gpu,,"video, pci exp nvidia gam",vd12gbrtx5070ei,gigabyte,"tarjeta de video gigabyte geforce rtx 5070 eagle oc ice sff 12, 12 gb gddr7, pcie gen",,21,false,748,,,,,,,,,,,,,,,,,,,,,,,,,RTX 5070,12,GDDR7,,,,,,,,,,
gpu,,"video, pci exp nvidia gam",vd12gbrtx5070eo,gigabyte,"tarjeta de video gigabyte geforce rtx 5070 eagle oc sff 12g, 12 gb gddr7, pcie gen 5.",,21,false,737,,,,,,,,,,,,,,,,,,,,,,,,,RTX 5070,12,GDDR7,,,,,,,,,,
gpu,,"video, pci exp nvidia gam",vd12gbrtx5070go,gigabyte,"tarjeta de video gigabyte geforce rtx 5070 gamingoc 12g, 12 gb gddr7, pcie gen 5.0[@@",,19,false,775,,,,,,,,,,,,,,,,,,,,,,,,,RTX 5070,12,GDDR7,,,,,,,,,,
gpu,,"video, pci exp nvidia gam",vd16gbrtx507twf,gigabyte,"tarjeta de video gigabyte geforce rtx 5070 ti windforce oc v2 16g, 16gb gddr7 pcie ge",,21,false,1064.37,,,,,,,,,,,,,,,,,,,,,,,,,RTX 5070,16,GDDR7,,,,,,,,,,
gpu,,"video, pci exp nvidia gam",vd32gbrtx5090w3,gigabyte,"tarjeta de video gigabyte geforce rtx 5090 windforce oc 32g, 32 gb gddr7, pcie gen 5.",,5,false,3093.51,,,,,,,,,,,,,,,,,,,,,,,,,RTX 5090,32,GDDR7,,,,,,,,,,
gpu,,"video, pci express nvidia",vd2gbgt1030d4gl,gigabyte,"tarjeta de video gigabyte nvidia geforce gt 1030,2gb ddr4 64-bit, low profile.",,21,false,107,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
gpu,,"video, pci exp radeon gam",vd8ggbrx7600gmo,gigabyte,"tarjeta de video gigabyte radeon rx 7600 gaming oc 8g, 8 gb gddr6, pci-e 4.0",,21,false,331,,,,,,,,,,,,,,,,,,,,,,,,,RX 7600,8,GDDR6,,,,,,,,,,
gpu,,"video, pci exp radeon gam",vd12gbrx7700xtg,gigabyte,"tarjeta de video gigabyte radeon rx 7700 xt gaming oc 12g, 12gb gddr6, pci-e 4.0",,21,false,436,,,,,,,,,,,,,,,,,,,,,,,,,RX 7700,12,GDDR6,,,,,,,,,,
gpu,,"video, pci exp radeon gam",vd8ggbrx906xtgo,gigabyte,"tarjeta de video gigabyte radeon rx 9060 xt gaming oc 8g, 8 gb gddr6, pci-e 5.0",,21,false,384.89,,,,,,,,,,,,,,,,,,,,,,,,,RX 9060,8,GDDR6,,,,,,,,,,
gpu,,"video, pci exp radeon gam",vd16gbrx9070go,gigabyte,"tarjeta de video gigabyte radeon rx 9070 gaming oc 16g, 16 gb gddr6, pci-e 5.0",,21,false,706.78,,,,,,,,,,,,,,,,,,,,,,,,,RX 9070,16,GDDR6,,,,,,,,,,
gpu,,"video, pci exp nvidia gam",vd6gmsrtx3050lp,msi,"tarjeta de video msi geforce rtx 3050 lp 6g oc, 6gb gddr6, pci-express gen 4.0",,0,true,221,,,,,,,,,,,,,,,,,,,,,,,,,RTX 3050,6,GDDR6,,,,,,,,,,
gpu,,"video, pci exp nvidia gam",vd6gmsrtx3050v2,msi,"tarjeta de video msi geforce rtx 3050 ventus 2x 6g oc, 6gb gddr6, pci-express gen 4.0",,0,true,221,,,,,,,,,,,,,,,,,,,,,,,,,RTX 3050,6,GDDR6,,,,,,,,,,
gpu,,"video, pci exp nvidia gam",vd8gmsrtx5050go,msi,"tarjeta de video msi geforce rtx 5050 8g gaming oc, 8 gb gddr6, pcie 5.0",,21,false,324.5,,,,,,,,,,,,,,,,,,,,,,,,,RTX 5050,8,GDDR6,,,,,,,,,,
gpu,,"video, pci exp nvidia gam",vd8gmsrtx5060cy,msi,"tarjeta de video msi geforce rtx 5060 8g cyclone oc, 8 gb gddr7, pcie 5.0",,21,false,350,,,,,,,,,,,,,,,,,,,,,,,,,RTX 5060,8,GDDR7,,,,,,,,,,
gpu,,"video, pci exp nvidia gam",vd8gmsrtx5060go,msi,"tarjeta de video msi geforce rtx 5060 8g gaming oc, 8 gb gddr7, pcie 5.0",,21,false,404.97,,,,,,,,,,,,,,,,,,,,,,,,,RTX 5060,8,GDDR7,,,,,,,,,,
gpu,,"video, pci exp nvidia gam",vd8gmsrtx5060gt,msi,"tarjeta de video msi geforce rtx 5060 8g gaming trio oc, 8 gb gddr7, pcie 5.0",,21,false,415.82,,,,,,,,,,,,,,,,,,,,,,,,,RTX 5060,8,GDDR7,,,,,,,,,,
gpu,,"video, pci exp nvidia gam",vd8gmsrtx5060s2,msi,"tarjeta de video msi geforce rtx 5060 8g shadow 2x oc, 8 gb gddr7, pcie 5.0",,21,false,355,,,,,,,,,,,,,,,,,,,,,,,,,RTX 5060,8,GDDR7,,,,,,,,,,
gpu,,"video, pci exp nvidia gam",vd8gmsrtx506v2w,msi,"tarjeta de video msi geforce rtx 5060 8g ventus 2x oc white, 8gb gddr7, pcie 5.0 x16",,21,false,368.4,,,,,,,,,,,,,,,,,,,,,,,,,RTX 5060,8,GDDR7,,,,,,,,,,
gpu,,"video, pci exp nvidia gam",vd8gmsrtx506tv2,msi,"tarjeta de video msi geforce rtx 5060 ti 8g ventus 2x oc plus, 8 gb gddr7, pcie gen 5",,21,false,426.89,,,,,,,,,,,,,,,,,,,,,,,,,RTX 5060,8,GDDR7,,,,,,,,,,
gpu,,"video, pci exp nvidia gam",vd12msrtx5070v3,msi,"tarjeta de video msi geforce rtx 5070 12g ventus 3x oc, 12 gb gddr7, pcie 5.0",,0,true,664,,,,,,,,,,,,,,,,,,,,,,,,,RTX 5070,12,GDDR7,,,,,,,,,,
gpu,,"video, pci exp nvidia gam",vd16msrtx5080gt,msi,"tarjeta de video msi geforce rtx 5080 16g gaming trio oc, 16gb gddr7, pcie gen 5.0[@@",,10,false,1511,,,,,,,,,,,,,,,,,,,,,,,,,RTX 5080,16,GDDR7,,,,,,,,,,
gpu,,"video, pci exp nvidia gam",vd12msrtx507wml,msi,"tarjeta de video msi geforce rtx5070 12g wow midnight ligth edition oc, 12gb gddr7, p",,3,false,800,,,,,,,,,,,,,,,,,,,,,,,,,RTX5070,12,GDDR7,,,,,,,,,,
gpu,,"video, pci exp nvidia gam",vd12msrtx507wmv,msi,"tarjeta de video msi geforce rtx5070 12g wow midnight void edition oc, 12 gb gddr7, p",,5,false,800,,,,,,,,,,,,,,,,,,,,,,,,,RTX5070,12,GDDR7,,,,,,,,,,
gpu,,"video, pci exp nvidia gam",vd8gmsrtx506ts2,msi,"tarjeta de video msi geforce rtx� 5060 ti 8g shadow 2x oc plus, 8 gb gddr7, pcie gen",,21,false,414.5,,,,,,,,,,,,,,,,,,,,,,,,,,8,GDDR7,,,,,,,,,,
gpu,,"video, pci exp nvidia gam",vd8gpyrtx506tdo,pny technologies,"tarjeta de video pny geforce rtx 5060 ti oc, 8gb gddr7, pci express 5.0 x8",,21,false,410,,,,,,,,,,,,,,,,,,,,,,,,,RTX 5060,8,GDDR7,,,,,,,,,,
gpu,,"video, pci exp nvidia gam",vd8gpyrtx5060do,pny technologies,"tarjeta de video pny geforce rtx5060 dual fan gpu, 8gb gddr7, pcie gen 5",,21,false,350,,,,,,,,,,,,,,,,,,,,,,,,,RTX5060,8,GDDR7,,,,,,,,,,
gpu,,"video, pci exp radeon gam",vd16xfrx906xtm3,xfx,"tarjeta de video xfx mercury amd radeon rx 9060 xt oc gaming edition, 16gb gddr6, pci",,21,false,503.75,,,,,,,,,,,,,,,,,,,,,,,,,RX 9060,16,GDDR6,,,,,,,,,,
gpu,,"video, pci exp radeon gam",vd16xfrx9070xtr,xfx,"tarjeta de video xfx mercury amd radeon rx 9070xtoc gaming edition, 16gb gddr6, pci-e",,5,false,830.66,,,,,,,,,,,,,,,,,,,,,,,,,RX 9070,16,GDDR6,,,,,,,,,,
gpu,,"video, pci exp radeon gam",vd16xfrx9070xtm,xfx,"tarjeta de video xfx mercury amd radeon rx 9070xtoc magnetic air, 16 gb gddr6, pci-e",,5,false,866.34,,,,,,,,,,,,,,,,,,,,,,,,,RX 9070,16,GDDR6,,,,,,,,,,
gpu,,"video, pci exp radeon gam",vd16xfrx907xtmw,xfx,"tarjeta de video xfx mercury amd radeon rx 9070xtoc white gaming edition,16gb ddr6, p",,6,false,836.23,,,,,,,,,,,,,,,,,,,,,,,,,RX 9070,16,,,,,,,,,,,
gpu,,"video, pci exp radeon gam",vd16xfrx9070qgn,xfx,"tarjeta de video xfx quicksilver amd radeon rx 9070 oc gaming edit, 16 gb gddr6, pci-",,16,false,648.5,,,,,,,,,,,,,,,,,,,,,,,,,RX 9070,16,GDDR6,,,,,,,,,,
gpu,,"video, pci exp radeon gam",vd8gxfrx7600ss,xfx,"tarjeta de video xfx speedster swft 210 amd radeon rx 7600, 8 gb gddr6 pci express 4.",,21,false,294,,,,,,,,,,,,,,,,,,,,,,,,,RX 7600,8,GDDR6,,,,,,,,,,
gpu,,"video, pci exp radeon gam",vd16xfrx906xtn3,xfx,"tarjeta de video xfx swift amd radeon rx 9060 xt oc triple fan gaming, 16gb gddr6, pc",,21,false,491.36,,,,,,,,,,,,,,,,,,,,,,,,,RX 9060,16,GDDR6,,,,,,,,,,
gpu,,"video, pci exp radeon gam",vd16xfrx906xtw3,xfx,tarjeta de video xfx swift amd radeon rx 9060 xt oc white triple fan gaming edition 1,,21,false,498.12,,,,,,,,,,,,,,,,,,,,,,,,,RX 9060,,,,,,,,,,,,
gpu,,"video, pci exp radeon gam",vd16xfrx9070xt3,xfx,"tarjeta de video xfx swift amd radeon rx 9070xt triple fan gaming, 16 gb gddr6, pci-e",,12,false,783.83,,,,,,,,,,,,,,,,,,,,,,,,,RX 9070,16,GDDR6,,,,,,,,,,
gpu,,"video, pci exp radeon gam",vd16xfrx9070xtw,xfx,"tarjeta de video xfx swift amd radeon rx 9070xt white triple fan gaming, 16gb ddr6, p",,6,false,789.4,,,,,,,,,,,,,,,,,,,,,,,,,RX 9070,16,,,,,,,,,,,
monitor,monitor,monitor plano 23,mo238adv2454am,advance computer corp,mon adv 24\'' fhd 120hz 1ms ft,,0,true,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor plano 27,mo27adv2755am,advance computer corp,mon adv 27\'' fhd 144hz 1ms ft,,0,true,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor curvo 23,mon236cadv2452s,advance computer corp,"monitor curvo advance adv-2452s, 23.6 fhd va, 100hz, 1ms, hdmi, dp, parlante, negro[",,21,false,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor curvo 27,mon27cadv2751s,advance computer corp,"monitor curvo advance adv-2751s, 27 fhd va, 100hz, 1ms, hdmi, dp, parlantes, negro[@",,21,false,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor plano 21.45,mon215fadv2152s,advance computer corp,monitor plano advance adv-2152s 21.5 fhd ips 100hz 1ms hdmi dp vga parlantes negro[@,,21,false,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor plano 23,mon238fadv2454s,advance computer corp,monitor plano advance adv-2454s 23.8 fhd ips 144hz 1ms hdmi dp audio out parlantes n,,21,false,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor plano 27,mon27fadv2755s,advance computer corp,"monitor plano advance adv-2755s, 27 fhd ips, 144hz, 1ms, hdmi, dp, audio out",,21,false,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor gaming curvo 31.5,zzmonterte3215g,amd-advanced micro device,zz monitor gam teros by amd,,21,false,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor plano 21.45,mo22asvt229h-b,asus,mon 21.5 as vt229h tactil fhd,,1,false,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitores tft 24 - 28,mo27asbe27acsbk,asus,mon 27 as be27acsbk 2k ips,,1,false,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor gaming plano 25,mo24asvg249q5a,asus,monitor plano asus tuf gaming vg249q5a 23.8 fhd/ips/hdmix2/dp/earphone-out/parlante(,,21,false,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor plano 21.45,mo22asvt229h,asus,"monitor plano multitactil asus vt229h, 21.5 fhd ips (1920x1080) /hdmi x1/vga x1",,21,false,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor plano 21.45,zzmonte2130c,hp comercial,mon te 21.5 fhd 100hz 5ms (hp),,2,false,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor plano 21.45,monhpb0bn7utaba,hp comercial,"monitor full hd de la serie hp 3 pro de 21.5 pulgadas - 322ph, fhd/ips/hdmi/dp/vga[@@",,21,false,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor plano 27,monhpb0cg3utaba,hp comercial,"monitor full hd de la serie hp 3 pro de 27 pulgadas - 327pf, fhd/ips/hdmi/vga/display",,21,false,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor plano 23,monhp169l0aaaba,hp comercial,"monitor hp e24mv g4, 23.8 fhd (1920x1080) ips, hdmi/vga/dp/usb-a 3.1 gen 1(4)",,21,false,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor plano 23,monhp6n6e6aaaba,hp comercial,"monitor hp e24t g5 touch, 23.8� fhd ips(1920x1080) dp / hdmi / usb-a x4 / usb-b",,21,false,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor plano 23,monhp8y2f7aaaba,hp comercial,monitor hp wuxga de la serie hp 7 pro 24 - 724puwuxga/ips/hdmi/dp/usb-c/usb-a/rj-45[,,21,false,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor plano 21.45,monhp9u5b0utaba,hp comercial,"monitor plano hp serie 3 pro 322pf, 21.5 wled/fhd/ips/100hz/antirreflectante/hdmi/dp",,21,false,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor plano 23,monhp9u5c1aaaba,hp comercial,"monitor plano hp serie 3 pro 324pv, 23.8 wled/fhd/va/100hz/antirreflectante/hdmi/vga",,21,false,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor plano 23,monhp9d9l6utaba,hp comercial,monitor plano hp serie 5 pro 524pf 23.8 wled/fhd/ips/antirreflectante/hdmi/dp/usb-a/,,21,false,184.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor plano 23,monhp8x534aaaba,hp comercial,"monitor plano hp serie 7 pro 24- 724pn, wuxga/ips/antirreflectante/hdmi/dp/usb-a/usb",,15,false,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor plano 23,monhp9u5j5utaba,hp comercial,"monitor plano hp series 3 pro 324pf, 23.8� fhd ips (1920x1080@100hz) dp / hdmi/ vga[@",,21,false,129.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor plano 23,monle67ddkac6la,lenovo - idea,"monitor plano lenovo l24-4c, 23.8 (1920 x 1080) wled fhd ips, 144hz, hdmi, vga",,21,false,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor plano 21.45,monle67d5kac6la,lenovo - idea,"monitor plano lenovo l24-4e, 21.5 (1920x1080) wled fhd ips, 100hz, hdmi, vga",,21,false,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor plano 23,monle68c2kac1la,lenovo - idea,"monitor plano lenovo l24-4e,23.8 (1920 x 1080) wled fhd ips, hdmi, vga",,21,false,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor plano 27,monle67dekac1la,lenovo - idea,"monitor plano lenovo l27-4c, 27 (1920x1080) wledfhd ips,144 hz, hdmi, vga",,21,false,130.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor plano 27,monle68cdkac1la,lenovo - idea,"monitor plano lenovo l27-4e, 27(1920x1080) wled fhd ips, 100hz, hdmi, vga",,21,false,104.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor curvo 34,monle64b4gar1la,lenovo - thinkpad,"monitor curvo lenovo thinkvision p40wd-40, 39.7/2500r/wled/wuhd/ips/hdmi/dp/dp-out/r",,1,false,1096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor plano 21.45,monle64c9mar6la,lenovo - thinkpad,"monitor lenovo thinkvision e22-40, 21.5 1920x1080 wled ips, hdmi/dp/vga color raven",,21,false,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor plano 27,monle64bcmar4la,lenovo - thinkpad,"monitor lenovo thinkvision e27-40, 27 wled/fhd/ips/hdmi x1/dp x1/vga x1/parlantes: 2",,21,false,137.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor plano 27,monlen63dfkar4l,lenovo - thinkpad,"monitor lenovo thinkvision s27i-30, 27 wled ips fhd (1920 x 1080), hdmi x2/vga x1[@@",,21,false,157.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor plano 21.45,monle63b0mar6la,lenovo - thinkpad,"monitor lenovo thinkvision t22i-30, 21.5 1920x1080 wled ips hdmi/dp/vga color raven",,21,false,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monitor,monitor,monitor plano 23,monle64a4marxla,lenovo - thinkpad,monitor lenovo thinkvision t24-40 23.8 wled ips hdmix1/dpx1/vgax1/usb-ax3/usb-bx1/us,,7,false,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
